CD_OPERADO;CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;MODALIDADE;DATA_REGISTRO_ANS;DATA_DESCREDENCIAMENTO;MOTIVO_DESCREDENCIAMENTO
411043;2,66697E+12;INFONET- INFORMATICA DE PRAIA GRANDE LTDA;;Medicina de Grupo;29/12/1999;21/05/2002;Pedido de cancelamento
359092;4,93369E+13;ING BANK;ING BANK;Autogestão;24/12/1998;08/10/2001;Pedido de cancelamento
357626;1,99917E+12;INNOVA S.A;INNOVA;Autogestão;24/12/1998;06/10/2008;Pedido de cancelamento
318558;1,29441E+11;INSOLVÊNCIA CIVIL DA UNIMED METROPOLITANA DE SALVADOR - COOP TRAB MEDICO;UNIMED METROPOLITANA DE SALVADOR;Cooperativa Médica;16/12/1998;31/08/2004;Liquidação Extrajudicial
414417;5,0637E+12;INSOLVÊNCIA CIVIL DE - ALIANÇA METROPOLITANA RJ COOPERATIVA DE TRABALHO MÉDICO;ALIANÇA METROPOLITANA RJ;Cooperativa Médica;18/12/2002;27/07/2005;Liquidação Extrajudicial
371904;2,91001E+12;INSOLVÊNCIA CIVIL DE - UNIMED LITORAL SUL PAULISTA;;Cooperativa Médica;30/12/1998;24/08/2006;Liquidação Extrajudicial
353728;2,86287E+12;INSOLVÊNCIA CIVIL DE ALIANÇA COOPERATIVISTA NACIONAL UNIMED - CONFEDERAÇAO DE COOPERATIVAS MÉDICAS;ALIANÇA COOPERATIVISTA NACIONAL UNIMED;Cooperativa Médica;24/12/1998;13/10/2006;Liquidação Extrajudicial
416304;5,25685E+12;INSOLVÊNCIA CIVIL DE ASSOCIAÇÃO ASSIT E EM DEFESA DOS DIREITOS DOS COM., IND. AUT. E TRAB EM GERAL;ADECIT-MED;Medicina de Grupo;20/08/2007;10/09/2013;Liquidação Extrajudicial
347388;2,89988E+12;INSOLVÊNCIA CIVIL DE BIO MED - ASSISTENCIA MÉDICA S/C LTDA. ;BIO MED;Medicina de Grupo;24/12/1998;06/06/2001;Liquidação Extrajudicial
308081;6,24402E+13;INSOLVÊNCIA CIVIL DE CENTRO BENEFICENTE DOS MOTORISTAS DE SÃO PAULO;SAÚDE CEMO;Medicina de Grupo;15/01/1999;27/09/2011;Liquidação Extrajudicial
413674;3,85074E+12;INSOLVÊNCIA CIVIL DE COOPERATIVA DE CONSUMO GESTÃO E SERVIÇOS DE SAÚDE - COOPESAÚ;COOPESAÚDE;Medicina de Grupo;24/04/2001;13/12/2006;Liquidação Extrajudicial
411272;3,61713E+12;INSOLVÊNCIA CIVIL DE COOPERATIVA DE USUÁRIOS DE ASSISTÊNCIA MEDICO-HOSPITALAR E ODONTOLÓGICA - USIMED ;USIMED;Medicina de Grupo;09/05/2000;05/05/2006;Liquidação Extrajudicial
377368;1,30602E+12;INSOLVÊNCIA CIVIL DE COOPERBRAS COOPERATIVA DOS PROFISSIONAIS DA SAUDE;COOPERBRAS SAUDE;Cooperativa Médica;05/01/1999;04/01/2007;Liquidação Extrajudicial
310581;2,14657E+12;INSOLVÊNCIA CIVIL DE COOPTASIM-ES -  COOPERATIVA DE PROFISSIONAIS TÉCNICOS NA ADMINISTRAÇÃO DE SERV EVANGELICOS DO EST DO ESPIRITO SANTO;COOPTASIM (ES);Medicina de Grupo;16/12/1998;06/08/2012;Liquidação Extrajudicial
358720;4,31403E+11;INSOLVÊNCIA CIVIL DE FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO INCRA - FASSINCRA ;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO INCRA - FASSINCRA;Autogestão;28/12/1998;08/12/2014;Liquidação Extrajudicial
419044;1,83259E+13;INSOLVÊNCIA CIVIL DE FUNDAÇÃO IRMÃO DIAMANTINO;;Medicina de Grupo;03/10/2013;06/02/2017;Liquidação Extrajudicial
416924;9,48374E+12;INSOLVÊNCIA CIVIL DE INSTITUTO DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS MUNICIPAIS;ISAM  ;Medicina de Grupo;20/03/2009;12/07/2016;Liquidação Extrajudicial
342408;1,5918E+12;INSOLVÊNCIA CIVIL DE PAME - ASSOCIAÇÃO DE ASSISTÊNCIA PLENA EM SAÚDE - EM LIQUIDAÇÃO EXTRAJUDICIAL;PAME - PLANOS DE ASSISTÊNCIA MÉDICA;Medicina de Grupo;16/12/1998;07/12/2020;Liquidação Extrajudicial
312304;3,39095E+13;INSOLVÊNCIA CIVIL DE SERVIÇO SOCIAL DAS ESTRADAS DE FERRO - SESEF;PLANSFER;Autogestão;22/12/1998;25/03/2015;Liquidação Extrajudicial
356107;4,5198E+13;INSOLVÊNCIA CIVIL DE SOCIEDADE COOPERATIVA CRUZEIRO - OPERADORA DE PLANOS DE SAUDE SOCIEDADE COOPERATIVA;;Cooperativa Médica;18/12/1998;16/10/2017;Liquidação Extrajudicial
404594;3,01389E+12;INSOLVÊNCIA CIVIL DE TK PLANO DE ASSISTENCIA ODONTOLOGICA S/C LTDA ;;Odontologia de Grupo;26/05/1999;10/09/2013;Liquidação Extrajudicial
353574;5,10909E+11;INSOLVÊNCIA CIVIL DE UNIMED BRASILIA COOPERATIVA DE TRABALHO MÉDICO;UNIMED BRASILIA ;Cooperativa Médica;23/12/1998;09/12/2013;Liquidação Extrajudicial
335835;4,07579E+13;INSOLVÊNCIA CIVIL DE UNIMED CAICO COOPERATIVA DE TRABALHO MEDICO;UNIMED CAICÓ;Cooperativa Médica;21/12/1998;25/10/2011;Liquidação Extrajudicial
348066;1,02978E+12;INSOLVÊNCIA CIVIL DE UNIMED DAS ESTÂNCIAS PAULISTAS - OPERADORA DE PLANOS DE SAÚDE SOCIEDADE COOPERATIVA;;Cooperativa Médica;23/12/1998;29/04/2019;Liquidação Extrajudicial
317187;1,0693E+13;INSOLVÊNCIA CIVIL DE UNIMED DE CURRAIS NOVOS - SOC. COOP. DE TRABALHO MÉDICO ;UNIMED DE CURRAIS NOVOS;Cooperativa Médica;23/12/1998;11/11/2013;Liquidação Extrajudicial
341126;5,06175E+13;INSOLVÊNCIA CIVIL DE UNIMED DE SÃO PAULO COOPERATIVA DE TRABALHO MEDICO ;UNIMED DE SÃO PAULO;Cooperativa Médica;16/12/1998;20/01/2003;Liquidação Extrajudicial
348635;7,25181E+13;INSOLVÊNCIA CIVIL DE UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE TRAB. MÉDICO LTDA;UNIMED DUQUE DE CAXIAS RJ;Cooperativa Médica;21/12/1998;08/02/2010;Liquidação Extrajudicial
358231;6,9668E+11;INSOLVÊNCIA CIVIL DE UNIMED INTRAFEDERATIVA FEDERAÇÃO METROPOLITANA DE SÃO PAULO;UNIMED INTRAFEDERATIVA;Cooperativa Médica;23/12/1998;17/03/2006;Liquidação Extrajudicial
309427;4,09997E+13;INSOLVÊNCIA CIVIL DE UNIMED MACAU COOPERATIVA DE TRABALHO MEDICO;UNIMED MACAU;Cooperativa Médica;23/12/1998;21/02/2012;Liquidação Extrajudicial
333719;2,35119E+13;INSOLVÊNCIA CIVIL DE UNIMED PARNAÍBA - COOPERATIVA DE TRABALHO MÉDICO;UNIMED PARNAÍBA - COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;21/12/1998;14/07/2014;Liquidação Extrajudicial
301311;1,31303E+13;INSOLVÊNCIA CIVIL DE UNIMED SALVADOR COOPERATIVA DE TRABALHO MÉDICO;UNIMED SALVADOR;Cooperativa Médica;21/12/1998;26/08/2013;Liquidação Extrajudicial
407330;1,64047E+13;INSOLVÊNCIA CIVIL DE UNIMED SENHOR DO BONFIM - COOPERATIVA DE TRABALHO MÉDICO;;Cooperativa Médica;13/08/1999;09/04/2012;Liquidação Extrajudicial
341215;7,36967E+13;INST. ADV. ESTE BRAS. DE PREV. E ASSIST. À SAÚDE;GARANTIA DE SAÚDE;Filantropia;27/01/1999;12/07/2004;Pedido de cancelamento
404071;7,67269E+13;INSTITUIÇÃO ADV. SUL BRAS. DE EDUC. E ASSIST. SOCIAL;CLINICA ADVENTISTA DE CURITIBA;Autogestão;05/05/1999;21/05/2002;Pedido de cancelamento
414883;5,92399E+12;INSTITUTO ASSISTENCIAL MEDICO E ODONTOLÓGICO LTDA.;VIDHAMED SAUDE E ODONTO;Odontologia de Grupo;21/05/2004;26/06/2014;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
417378;5,99906E+12;INSTITUTO BRASILEIRO DE BENEFICIOS PARA COOPERATIVAS E ASSOCIACOES;IBBCA  ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;16/07/2010;20/03/2013;Pedido de cancelamento
367826;3,31555E+13;INSTITUTO CLINICO NOSSA SENHORA DE FATIMA LTDA;STAR SAUDE;Medicina de Grupo;24/12/1998;08/06/2012;Deliberação de Diretoria Colegiada
317578;3,3559E+13;INSTITUTO CLÍNICO RIO GUANABARA LTDA;HOSPITAL RIO GUANABARA;Medicina de Grupo;02/02/1999;25/10/2001;Pedido de cancelamento
350940;1,64563E+12;INSTITUTO DE ASSIST. MÉDICO-HOSPITALAR DOS FUNC. DA ALESC;AFALESC-SAÚDE;Autogestão;21/12/1998;05/05/2010;Deliberação de Diretoria Colegiada
305774;2,92511E+13;INSTITUTO DE MEDICINA NUCLEAR E ENDOCRINOLOGIA LTDA.;IMNE - ASES;Medicina de Grupo;21/12/1998;26/05/2008;Pedido de cancelamento
402427;5,90033E+13;INSTITUTO DE ODONTOLOGIA BARBIN S/C LTDA;POLIODONTO;Odontologia de Grupo;22/03/1999;21/10/2013;Descumprimento de disposição legal
325368;6,06337E+13;INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SAO PAULO SA.;IPT.;Autogestão;07/01/1999;08/06/2012;Pedido de cancelamento
34311;7,66087E+13;INSTITUTO DE PREV. E ASSIST. DOS SERV. DO MUN. DE CURITIBA;IPMC;Autogestão;23/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
318434;3,01341E+13;INSTITUTO DE PREVIDENCIA DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DO ;IPALERJ;Autogestão;22/12/1998;16/02/2001;Por tratar-se de Pessoa Jurídica de Direito Público
415634;7,80412E+12;INSTITUTO DE SAÚDE ASCADE;INSTITUTO DE SAUDE ASCADE - ISA;Autogestão;12/05/2006;11/03/2019;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
414832;4,86447E+12;INSTITUTO DOUTOR JK DE PESQUISA E DESENVOLVIMENTO DA ÁREA DE ASSISTÊNCIA À SAÚDE;IDRJK;Autogestão;03/03/2004;20/08/2007;Descumprimento da RN n.º 100/2005
354473;6,2319E+13;"INSTITUTO IGUATEMI DE CLÍNICAS E PRONTO SOCORRO S;A";HOSPITAL IGUATEMI;Medicina de Grupo;30/12/1998;11/03/2003;Pedido de cancelamento
405272;7,39112E+13;INSTITUTO MEDICO PARANAENSE S/C LTDA;IMEP SAUDE;Medicina de Grupo;18/06/1999;31/03/2008;Descumprimento da RN n.º 100/2005
415391;5,97534E+12;INSTITUTO MORANDI & PAZINATO CLÍNICA ODONTÓLOGICA LTDA.;;Odontologia de Grupo;12/01/2006;30/05/2008;Descumprimento da RN n.º 100/2005
415758;7,98153E+12;INSTITUTO MUTSAÚDE;INSTITUTO MUTMED;Autogestão;14/09/2006;16/04/2012;Pedido de cancelamento
415073;5,909E+12;INSTITUTO MÁRIO DEDINI OMETTO - IMDO;IMDO;Autogestão;07/12/2004;30/09/2005;Pedido de cancelamento
400564;6,86814E+13;INSTITUTO MÉDICO MEYER LTDA;INSTITUTO MÉDICO MEYER;Medicina de Grupo;13/02/1999;04/01/2005;Pedido de cancelamento
309664;3,75972E+11;INSTITUTO NACIONAL DE COLONIZAÇAO E REFORMA AGRARIA;INCRA;Autogestão;29/12/1998;27/07/2000;Pedido de cancelamento
408531;3,11087E+13;INSTITUTO PORTUGUÊS BRASILEIRO DE ASSISTÊNCIA;I.P.B.A.;Medicina de Grupo;04/10/1999;15/12/2017;Deliberação de Diretoria Colegiada
409766;3,12459E+12;INSTITUTO SÃO PAULO DE ODONTOLOGIA S/C LTDA;;Odontologia de Grupo;11/11/1999;08/09/2000;Pedido de cancelamento
417572;1,06952E+13;INSTITUTO UNIVERSAL DE ADMINISTRAÇÃO DE BENEFÍCIOS LTDA.;;Administradora de Benefícios;21/09/2010;10/09/2015;Descumprimento de disposição legal
415308;4,55893E+12;INSTRON INSTITUTO DE TRATAMENTO ODONTOLOGICO LTDA. ME;;Odontologia de Grupo;07/10/2005;22/09/2008;Pedido de cancelamento
417912;1,09028E+13;INTEGRA - ADMINISTRAÇÃO DE PLANOS DE SAÚDE LTDA;;Administradora de Benefícios;31/03/2011;03/09/2015;Descumprimento de disposição legal
406511;2,62674E+13;INTEGRA-SISTEMA INTEGRADO DE SAÚDE S/C LTDA;;Medicina de Grupo;21/07/1999;11/03/2003;Pedido de cancelamento
325856;2,84191E+12;INTEGRAL ASSISTENCIA MEDICA E ODONTOLOGICA LTDA;INTEGRAL ASSISTENCIA MEDICA E ODONTOLOGICA LTDA;Medicina de Grupo;18/12/1998;10/10/2005;Ausência de operação
413364;3,85264E+12;INTEGRAL SERVIÇOS MÉDICO;S.I.A.A. SISTEMA INTEGRADO DE ATENDIMENTO AMBULATORIAL;Administradora;16/03/2001;30/04/2003;Pedido de cancelamento
403768;8,65243E+13;INTEGRODONTO LTDA;INTEGRODONTO;Odontologia de Grupo;26/04/1999;10/12/2007;Pedido de cancelamento
400416;1,34146E+12;INTER-DENT ASSISTENCIA ODONTOLOGICA S/C LTDA.;INTER-DENT;Odontologia de Grupo;11/02/1999;17/01/2008;Pedido de cancelamento
376051;5,87259E+13;INTER-SAUDE ASSISTENCIA MÉDICA LTDA.;INTERSAUDE;Medicina de Grupo;28/12/1998;05/09/2007;Descumprimento da RN n.º 100/2005
37923;9,73462E+13;INTERCLIN CLINICA MÉDICA E ODONTOLOGICA LTDA.;INTERCLIN;Odontologia de Grupo;29/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
406261;3,20586E+12;INTERDENTAL CONVENIO ODONTOLOGICO S/C LTDA;INTERDENTAL ;Odontologia de Grupo;13/07/1999;26/09/2007;Pedido de cancelamento
407381;1,28916E+11;INTERDONT S/C LTDA;INTERDONT;Odontologia de Grupo;04/08/1999;05/08/2009;Pedido de cancelamento
400017;1,35208E+12;INTERMEDIC LTDA;INTERMEDIC;Medicina de Grupo;08/02/1999;22/03/2002;Pedido de cancelamento
323756;5,47828E+13;INTERMEDICI SERVIÇOS MEDICOS LTDA;INTERMEDICI;Medicina de Grupo;22/12/1998;05/09/2007;Pedido de cancelamento
328391;6,2003E+13;INTERMÉDICA SISTEMA DE SAUDE LTDA;INTERMÉDICA;Medicina de Grupo;18/12/1998;22/02/2001;Por incorporação
411442;6,78103E+13;INTERNATIONAL HEALTHCARE CORPORATION;INTERNATIONAL HEALTHCARE;Medicina de Grupo;08/06/2000;19/07/2002;Pedido de cancelamento
317501;7,19302E+13;INTERODONTO - SISTEMA DE SAÚDE ODONTOLÓGICA LTDA.;INTERODONTO - SISTEMA DE SAÚDE ODONTOLÓGICA LTDA.;Odontologia de Grupo;23/12/1998;13/06/2016;Por incorporação
411001;2,45421E+12;INTERPLAN CLINICA LTDA.;INTERPLAN CLINICA;Medicina de Grupo;02/02/2000;19/09/2007;Descumprimento da RN n.º 100/2005
418005;9,32314E+12;INVEST HEALTH CORRETORA DE SEGUROS EIRELI;;Administradora de Benefícios;20/04/2011;28/01/2020;Pedido de cancelamento
416240;5,7354E+12;INVEST ORAL PLANO ODONTOLÓGICO LTDA.;;Odontologia de Grupo;19/07/2007;04/03/2020;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
415332;7,26067E+12;INÁCIO E SPANGHERO LTDA;SORRISO ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo;24/10/2005;16/05/2022;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
313122;8,89392E+13;IPIRANGA PETROQUÍMICA S/A;IPQ;Autogestão;28/12/1998;16/04/2012;Pedido de cancelamento
418145;3,33371E+13;IPIRANGA PRODUTOS DE PETRÓLEO S.A.;;Autogestão;21/07/2011;27/05/2015;Pedido de cancelamento
310786;3,3377E+13;IRB BRASIL RESSEGUROS S/A;IRB-BRASIL RE;Autogestão;21/12/1998;17/08/2015;Pedido de cancelamento
316491;5,81985E+13;IRMANDADE DA SANTA CASA DA MISERICÓRDIA DE SANTOS;PLANO DE SAÚDE DA SANTA CASA DE SANTOS;Filantropia;17/12/1998;17/06/2014;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
357227;3,23534E+13;IRMANDADE DA SANTA CASA DA MISERICÓRDIA DE VALENÇA;HOSPITAL JOSÉ FONSECA;Filantropia;30/12/1998;05/01/2015;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
365653;4,35352E+13;IRMANDADE DA SANTA CASA DE ANDRADINA;SANTA CASA SAUDE ANDRADINA;Filantropia;21/12/1998;22/03/2002;Pedido de cancelamento
330957;4,93769E+13;IRMANDADE DA SANTA CASA DE MIESERICORDIA DE IGARAPAVA;IRMANDADE SANTA CASA DE MISERICORDIA DE IGARAPAVA;Medicina de Grupo;28/12/1998;22/01/2013;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
361721;3,24106E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DA CID DE VASSOURAS;HOSPITAL EUFRÁSIA TEIXEIRA LEITE;Filantropia;04/01/1999;21/05/2008;Descumprimento da RN n.º 100/2005
314102;4,53831E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE BIRIGUI;SANTA CASA CLINICAS;Filantropia;30/12/1998;04/02/2019;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
358118;4,78443E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE FERNANDOPOLIS;SANTA CASA;Filantropia;29/12/1998;11/03/2003;Pedido de cancelamento
311481;4,86622E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE GUARIBA;SOCIPLAN;Filantropia;18/12/1998;27/02/2009;Pedido de cancelamento
320684;1,41685E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE ILHEUS;HOSPITAL SAO JOSE;Filantropia;30/12/1998;05/12/2013;Deliberação de Diretoria Colegiada
327778;5,24391E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE MIRASSOL;SANTA CASA SAÚDE DE MIRASSOL;Medicina de Grupo;08/02/1999;06/03/2008;Descumprimento da RN n.º 100/2005
410365;4,60565E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE VALINHOS;;Filantropia;31/12/1999;29/09/2017;Pedido de cancelamento
378038;2,81412E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE VITORIA;HOSPITAL DA SANTA CASA DE MISERICORDIA DE VITORIA;Filantropia;28/12/1998;07/06/2017;Deliberação de Diretoria Colegiada
313378;4,30901E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE AGUAÍ;SAÚDE SANTA CASA;Filantropia;24/12/1998;04/08/2014;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
320269;4,39649E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE ARARAQUARA;;Medicina de Grupo;24/12/1998;16/01/2014;Pedido de cancelamento
322920;4,42153E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE ARARAS;SÃO LUIZ SAÚDE;Filantropia;18/12/1998;18/12/2018;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
400360;7,66138E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE CURITIBA;PLANO DE SAÚDE IDEAL;Filantropia;10/02/1999;27/02/2015;Pedido de cancelamento
335762;5,13819E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE LEME;SANTA CASA SAÚDE;Filantropia;17/12/1998;14/03/2017;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
403920;5,75533E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MAUÁ;SANTA CASA DE MAUÁ;Filantropia;28/04/1999;12/02/2020;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
308005;5,25052E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MOCOCA;SANTA CASA DE MOCOCA;Filantropia;24/12/1998;20/10/2020;Pedido de cancelamento
411841;2,283E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MUZAMBINHO;;Filantropia;01/08/2000;15/10/2015;Deliberação de Diretoria Colegiada
367486;5,3339E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE OSVALDO CRUZ;IRMANDADE DA SANTA CASA DE MISERICORDIA DE OSVALDO CRUZ;Filantropia;29/12/1998;23/12/2013;Deliberação de Diretoria Colegiada
312762;5,48484E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRASSUNUNGA;SANTA CASA SAÚDE;Medicina de Grupo;24/12/1998;23/12/2015;Pedido de cancelamento
363511;5,69278E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTA RITA PASSA QUATRO;PLANO DE SAÚDE UNIVIDA;Filantropia;28/12/1998;30/07/2018;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
404811;7,81831E+12;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SOBRAL;SANTA CASA DE SOBRAL;Filantropia;08/06/1999;13/10/2010;Deliberação de Diretoria Colegiada
334651;7,14851E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SOROCABA;SANTA CASA SAÚDE;Filantropia;04/01/1999;24/12/2014;Pedido de cancelamento
339539;5,99817E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO JOSÉ DO RIO PRETO;SANTA CASA SAÚDE DE SÃO JOSÉ DO RIO PRETO;Filantropia;28/12/1998;12/11/2019;Pedido de cancelamento
401137;7,09459E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO ROQUE;SANTA CASA SAÚDE;Filantropia;26/02/1999;15/05/2017;Deliberação de Diretoria Colegiada
405230;7,29092E+13;IRMANDADE DA SANTA CASA DE VINHEDO;SANTA CASA SAÚDE;Medicina de Grupo;18/06/1999;13/04/2005;Pedido de cancelamento
413313;4,32528E+13;IRMANDADE DE MISERICORDIA DE AMERICANA;HOSPITAL SÃO FRANCISCO;Filantropia;16/03/2001;04/02/2014;Pedido de cancelamento
363081;4,32528E+13;IRMANDADE DE MISERICORDIA DE AMERICANA;IRMAM ASSISTENCIA MEDICA HOSPITALAR;Filantropia;20/01/1999;12/09/2000;Pedido de cancelamento
405400;7,22934E+13;IRMANDADE DE MISERICORDIA DE TAUBATE;IRMANDADE DE MISERICORDIA DE TAUBATE;Filantropia;25/06/1999;28/11/2005;Pedido de cancelamento
337153;5,07536E+13;IRMANDADE DE MISERICORDIA DO JAHU;SANTA CASA - JAU;Filantropia;08/01/1999;11/03/2003;Pedido de cancelamento
408824;4,60453E+13;IRMANDADE DE MISERICÓRDIA DE CAMPINAS;SUPER SAÚDE;Filantropia;08/10/1999;25/07/2012;Deliberação de Diretoria Colegiada
400742;2,00812E+13;IRMANDADE DE NOSSA SENHORA DA SAÚDE;HOSPITAL SAÚDE FÁCIL;Filantropia;19/02/1999;05/11/2015;Deliberação de Diretoria Colegiada
344281;4,59157E+13;IRMANDADE DE SANTA CASA MISERICORDIA DE CACONDE;IRMANDADE DE MISERICORDIA DE CACONDE;Filantropia;28/12/1998;01/12/2010;Deliberação de Diretoria Colegiada
417327;2,36472E+13;IRMANDADE DO HOSPITAL DA SANTA CASA DE POÇOS DE CALDAS;SANTA CASA DE POÇOS DE CALDAS;Medicina de Grupo;09/06/2010;09/12/2011;Pedido de cancelamento
321095;2,37988E+13;IRMANDADE DO HOSPITAL DE NOSSA SENHORA DAS DORES;PLANO FAMILIA;Filantropia;23/12/1998;08/02/2017;Deliberação de Diretoria Colegiada
339695;5,42286E+13;IRMANDADE DO HOSPITAL FRANCISCO ROSAS;SAÚDE FRANCISCO ROSAS;Filantropia;24/12/1998;14/12/2007;Pedido de cancelamento
323977;4,56153E+13;IRMANDADE DO SENHOR BOM JESUS DOS PASSOS DA STA CASA DE MISERICORDIA DE BRAGANÇA PAULISTA;;Filantropia;18/12/1998;06/02/2017;Deliberação de Diretoria Colegiada
400327;2,09593E+13;IRMANDADE NOSSA SENHORA DAS DORES;HOSPITAL NOSSA SENHORA DAS DORES;Filantropia;09/02/1999;02/09/2009;Descumprimento da RN n.º 100/2005
310891;2,49936E+13;IRMANDADE NOSSA SENHORA DAS GRAÇAS;PLANO MÉDICO-HOSPITALAR NOSSA SENHORA DAS GRAÇAS-PLANSEG;Filantropia;12/01/1999;18/11/2015;Deliberação de Diretoria Colegiada
363685;2,26699E+13;IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS;;Filantropia;29/12/1998;04/03/2020;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
305243;7,10413E+13;IRMANDADE SANTA CASA CORAÇÃO DE JESUS;VALE SAÚDE;Filantropia;22/12/1998;28/04/2010;Deliberação de Diretoria Colegiada
351695;4,51861E+13;IRMANDADE SANTA CASA MISERICORDIA DE SÃO JOSÉ DOS CAMPOS;SANTA CASA SAUDE;Filantropia;16/12/1998;14/07/2014;Deliberação de Diretoria Colegiada
407429;2,48031E+12;IRMÃOS CUNHA PLANOS DE SAÚDE ODONTOLÓGICOS S/C LTDA.;RM - SAÚDE DENTAL;Odontologia de Grupo;23/08/1999;03/08/2005;Pedido de cancelamento
38275;1,93855E+13;ISEL USINAGEM E MECANICA EM GERAL LTDA;ISEL;Autogestão;24/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
414611;2,43646E+12;ISHIKAWA  ASSISTÊNCIA ODONTOLOGICA S/C LTDA;QUALITY  ODONTOPLAN;Odontologia de Grupo;18/07/2003;20/08/2007;Descumprimento da RN n.º 100/2005
415839;5,93913E+12;ISO - INSTITUTO DE SAÚDE ODONTOLOGICO DE UBERABA LTDA- ME;ISO - INSTITUTO DE SAÚDE ODONTOLÓGICA;Odontologia de Grupo;14/11/2006;31/05/2011;Pedido de cancelamento
421855;2,64361E+13;ISSO MEDICINA SOLIDÁRIA LTDA ME;;Autogestão;15/07/2019;02/10/2020;Descumprimento de disposição legal
416711;8,89359E+12;ITAGUAÍ SAÚDE LTDA.;ITAGUAÍ SAÚDE;Medicina de Grupo;24/09/2008;01/10/2018;Pedido de cancelamento
33176;1,87528E+13;ITAMINAS COMÉRCIO DE MINÉRIOS S/A;ITAMINAS;Autogestão;31/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
412503;3,28781E+12;ITAQUA ODONTO S/C LTDA;ITAQUA ODONTO;Odontologia de Grupo;23/10/2000;25/06/2003;Pedido de cancelamento
402664;1,18579E+12;ITATIAIA AGROPASTORIL LTDA.;ITATIAIA AGROPASTORIL LTDA.;Autogestão;29/03/1999;16/10/2003;Pedido de cancelamento
402681;2,53315E+13;ITATIAIA MÓVEIS S/A;ITATIAIA MÓVEIS S/A;Autogestão;29/03/1999;16/10/2003;Pedido de cancelamento
6114;3,30574E+13;ITATIAIA SEGUROS S/A;;Seguradora;16/12/1998;19/09/2000;Adequação à Lei no. 10.185/2001
402672;1,89962E+13;ITATIAIA TRANSPORTES LTDA.;;Autogestão;29/03/1999;16/10/2003;Pedido de cancelamento
5321;6,1557E+13;ITAU SEGUROS S/A;ITAUSEG;Seguradora;16/12/1998;14/11/2001;Adequação à Lei no. 10.185/2001
352161;5,08107E+13;ITUCLÍNICAS SOCIEDADE MÉDICA LTDA;ITUCLINICAS;Medicina de Grupo;31/12/1998;11/07/2008;Pedido de cancelamento
