CD_OPERADO;CNPJ;RAZAO_SOCIAL;Nome_Fantasia;MODALIDADE;DATA_REGISTRO_ANS;DATA_DESCREDENCIAMENTO;MOTIVO_DESCREDENCIAMENTO
420701;2,51E+13;FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL;FAS/AMP/RS;Autogestão;27/01/2017;;
309362;4,70E+11;FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CEB;FACEB;Autogestão;28/12/1998;;
311359;3,04E+11;FUNDAÇÃO DE SAÚDE ITAIGUAPY;HOSPITAL MINISTRO COSTA CAVALCANTI - PLANO DE SAÚDE ITAMED;Medicina de Grupo;23/12/1998;;
330809;3,18E+13;FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST;FUNSSEST;Autogestão;29/12/1998;;
418285;1,28E+13;FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;STELLANTIS SAUDE MG;Autogestão;10/11/2011;;
323942;2,62E+13;FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO;HOSPITAL ARNALDO GAVAZZA FILHO;Filantropia;30/12/1998;;
378216;2,01E+13;FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL;FUNDAÇÃO LIBERTAS;Autogestão;28/12/1998;;
418501;1,44E+13;FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA;PLAMHUV;Medicina de Grupo;03/05/2012;;
338648;7,74E+13;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;Autogestão;17/12/1998;;
312126;7,38E+13;FUNDAÇÃO SAÚDE ITAÚ;FUNDAÇÃO SAÚDE ITAÚ;Autogestão;17/12/1998;;
339954;1,99E+13;FUNDAÇÃO SÃO FRANCISCO XAVIER;HOSPITAL MÁRCIO CUNHA;Filantropia;16/12/1998;;
418129;1,30E+13;FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;FAMEH/MP;Autogestão;13/07/2011;;
414689;4,84E+12;FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;FAMED;Autogestão;17/10/2003;;
409286;6,87E+13;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP;LIFE LAGOS SAUDE;Medicina de Grupo;22/10/1999;;
423025;4,28E+13;G1 ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;16/09/2021;;
419443;1,67E+13;G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME;;Administradora de Benefícios;13/08/2014;;
407011;2,01E+12;GAMA SAUDE LTDA.;GAMA SAUDE LTDA.;Medicina de Grupo;03/08/1999;;
343064;4,56E+13;GARANTIA DE SAÚDE LTDA;GARANTIA DE SAÚDE;Medicina de Grupo;22/12/1998;;
419931;1,05E+13;GEAC - GERENCIAMENTO EMPRESARIAL LTDA;;Administradora de Benefícios;28/10/2015;;
323080;3,66E+12;GEAP AUTOGESTÃO EM SAÚDE;GEAP;Autogestão;22/12/1998;;
423076;4,36E+13;GESTÃO ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefícios;26/10/2021;;
417262;1,09E+13;GESTÃO SERVIÇOS DE INTERMEDIAÇÃO, AGENCIAMENTO E NEGÓCIOS LTDA;GESTÃO;Administradora de Benefícios;14/05/2010;;
416819;5,85E+13;GKN DO BRASIL LTDA;;Autogestão;16/01/2009;;
422258;3,11E+13;GLOBAL ADMINISTRADORA DE BENEFÍCIOS LTDA;GLOBAL ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios;04/08/2020;;
422681;4,02E+13;GOCARE PLANOS DE SAUDE LTDA;;Medicina de Grupo;04/03/2021;;
305995;6,51E+13;GOOD LIFE SAUDE LTDA;GOODLIFE;Medicina de Grupo;23/12/1998;;
309222;3,19E+13;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA;ASSIM SAÚDE;Medicina de Grupo;18/12/1998;;
413160;4,17E+12;GS PLANO GLOBAL DE SAÚDE LTDA;GS;Medicina de Grupo;16/02/2001;;
350249;2,67E+12;H.B. SAÚDE S/A.;HB SAÚDE;Medicina de Grupo;16/12/1998;;
423122;2,10E+13;H2U ADMINISTRADORA DE BENEFICIOS LTDA.;H2U ADMINISTRADORA;Administradora de Benefícios;04/01/2022;;
419834;2,21E+13;HALSA OPERADORA DE MEDICINA DE GRUPO LTDA;GH SAUDE OPERADORA DE MEDICINA DE GRUPO;Medicina de Grupo;14/07/2015;;
422444;3,72E+13;HAPPYMED PLANO DE SAÚDE LTDA;HAPPYMED;Medicina de Grupo;02/10/2020;;
368253;6,36E+13;HAPVIDA ASSISTENCIA MEDICA S.A.;HAPVIDA;Medicina de Grupo;17/12/1998;;
414352;5,01E+12;HBC SAÚDE LTDA.;HBC SAÚDE;Medicina de Grupo;06/08/2002;;
417611;1,08E+13;HEALTH ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;04/11/2010;;
421723;2,70E+13;HEALTH-MED SISTEMA DE SAUDE LTDA;HEALTH-MED;Medicina de Grupo;30/04/2019;;
419303;1,89E+13;HEBROM ADMINISTRADORA DE BENEFICIOS LTDA. - ME;;Administradora de Benefícios;25/02/2014;;
416398;8,86E+11;HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA;INTERMED;Medicina de Grupo;26/09/2007;;
419362;3,90E+12;HOSPITAL BOM SAMARITANO S/S LTDA;HOSPITAL BOM SAMARITANO;Medicina de Grupo;05/05/2014;;
314706;2,23E+13;HOSPITAL CÉSAR LEITE;HOSPITAL CÉSAR LEITE;Filantropia;22/12/1998;;
420930;7,79E+13;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;Filantropia;25/10/2017;;
341941;9,06E+13;HOSPITAL DE PRONTOCLINICA LTDA.;HOSPITAL DE PRONTOCLINICA LTDA.;Medicina de Grupo;22/12/1998;;
392391;8,16E+13;HOSPITAL MARECHAL CÂNDIDO RONDON S/A;CONVÊNIO SEMPRE VIDA;Medicina de Grupo;29/12/1998;;
421626;1,67E+13;HOSPITAL MATER DEI SA ;;Autogestão;18/02/2019;;
363189;3,04E+12;HOSPITAL S.P. LTDA.;PRONTOCLÍNICA;Medicina de Grupo;22/12/1998;;
357511;3,61E+11;HUMANA ASSISTENCIA MEDICA LTDA;HUMANA SAUDE;Medicina de Grupo;29/12/1998;;
348180;9,56E+13;HUMANA PARANÁ S.A;HUMANA SAÚDE;Medicina de Grupo;22/12/1998;;
369373;7,37E+13;HUMANA SAÚDE SUL LTDA.;PLANO DE SAÚDE FÁTIMA;Medicina de Grupo;18/12/1998;;
417050;9,30E+12;IBBCA 2008 GESTÃO EM SAÚDE LTDA;IBBCA GESTÃO;Administradora de Benefícios;31/07/2009;;
414921;1,18E+12;IDEAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.;;Odontologia de Grupo;17/08/2004;;
420751;2,60E+13;IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA;IDEAL SAÚDE;Medicina de Grupo;18/01/2017;;
414557;1,65E+13;IDENTAL ASSISTÊNCIA ODONTOLÓGICA LTDA - ME;IDENTAL;Odontologia de Grupo;08/04/2003;;
420310;2,46E+13;IDENTS PLANOS ODONTOLÓGICOS LTDA.;IDENTS PLANOS ODONTOLÓGICOS;Odontologia de Grupo;01/12/2016;;
421812;3,01E+13;IMPETU ADMINISTRADORA DE BENEFICIOS EIRELI;;Administradora de Benefícios;23/08/2019;;
418277;1,34E+13;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;Administradora de Benefícios;10/11/2011;;
329282;3,23E+11;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;Autogestão;28/12/1998;;
420301;2,53E+13;INOVA ADMINISTRADORA DE BENEFÍCIOS LTDA ME;HUBCARE ADMNISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;01/12/2016;;
419427;9,28E+13;INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM;IBCM;Autogestão;14/07/2014;;
419010;3,52E+12;INSTITUTO CURITIBA DE SAÚDE;INSTITUTO CURITIBA DE SAÚDE - ICS;Autogestão;06/09/2013;;
414981;7,52E+12;INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA.;IOMA;Odontologia de Grupo;29/10/2004;;
389358;8,56E+11;INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA ODONTOLÓGICA LTDA;INPAO;Odontologia de Grupo;16/12/1998;;
415260;5,60E+12;INSTITUTO DE SAÚDE ODONTOLÓGICA - ISODONT LTDA;ISODONT;Odontologia de Grupo;03/10/2005;;
423173;4,45E+13;INTEGRA ASSISTENCIA MEDICA LTDA;ÍNTEGRA SAUDE;Medicina de Grupo;25/02/2022;;
421839;3,27E+13;INTEGRAL ADMINISTRADORA DE BENEFÍCIOS LTDA.;INTEGRAL SAÚDE;Administradora de Benefícios;21/06/2019;;
418340;1,35E+13;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.;INTEGRAL CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo;21/12/2011;;
359394;6,03E+13;INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA.;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.;Odontologia de Grupo;21/12/1998;;
417998;1,20E+13;INTERBRASIL ADMINISTRADORA DE BENEFICIOS E SISTEMAS DE SAUDE S/A;INTERBRASIL SAÚDE;Administradora de Benefícios;20/04/2011;;
422134;3,46E+13;INTERCLINICAS DO BRASIL ASSIST EM OPERADORA DE SAUDE S/A;;Medicina de Grupo;11/02/2020;;
420841;2,27E+13;INTERCLÍNICAS DO BRASIL ASSISTENCIA MÉDICA LTDA;;Medicina de Grupo;27/03/2017;;
312525;1,08E+12;INTERDENTAL ODONTOLOGIA INTEGRADA LTDA.;INTERDENTAL ODONTOLOGIA INTEGRADA LTDA.;Odontologia de Grupo;03/02/1999;;
312282;6,25E+13;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;INTERMEDICI PIRACICABA;Medicina de Grupo;22/12/1998;;
420913;2,43E+13;INTERNACIONAL ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;31/08/2017;;
421375;3,00E+13;INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;11/09/2018;;
319422;5,15E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA;FREI GALVÃO SAÚDE;Filantropia;23/12/1998;;
333875;2,33E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS;SANTA CASA DE MISERICÓRDIA DE PASSOS;Filantropia;22/12/1998;;
354562;5,44E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA;SANTA CASA SAÚDE;Filantropia;17/12/1998;;
347655;5,64E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO;;Filantropia;29/12/1998;;
321320;7,21E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI;IRM.DA STA.CASA DE MIS.E MAT. DONA ZILDA SALVAGNI;Filantropia;23/12/1998;;
329355;5,52E+13;IRMANDADE DE MISERICORDIA DE PORTO FERREIRA;HOSPITAL DONA BALBINA;Filantropia;17/12/1998;;
333808;5,29E+13;IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO;SISTEMA VIDA DE SAÚDE;Filantropia;21/12/1998;;
345741;4,98E+13;IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA;SANTA CASA DE MISERICÓRDIA DE ITAPEVA;Filantropia;15/01/1999;;
336831;7,91E+13;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;SANTA CASA SAUDE;Filantropia;22/12/1998;;
366234;3,96E+11;ITAIPU BINACIONAL;ITAIPU BINACIONAL;Autogestão;21/12/1998;;
884;4,46E+12;ITAUSEG SAÚDE S.A.;ITAUSEG SAÚDE;Seguradora Especializada em Saúde;27/07/2001;;
423211;4,43E+13;J&L ADMINISTRADORA DE BENEFICIOS E SOL EM SAUDE LTDA;;Administradora de Benefícios;11/05/2022;;
418536;1,41E+13;J.E. ODONTOQUALITY S/S LTDA;AMIZI PLANOS E CONVÊNIOS DE SAÚDE;Odontologia de Grupo;24/05/2012;;
422452;1,43E+12;JARIMED ASSISTENCIA MEDICA LTDA.;;Medicina de Grupo;23/11/2020;;
422657;4,02E+13;JLC ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;24/02/2021;;
418722;1,47E+13;JTC ODONTOLOGIA LTDA.;;Odontologia de Grupo;10/12/2012;;
418161;1,32E+13;JURAL ADMINISTRADORA DE BENEFICIOS LTDA;JURAL ADMINISTRADORA;Administradora de Benefícios;15/08/2011;;
422614;3,99E+13;KIPP SAÚDE LTDA.;;Medicina de Grupo;09/02/2021;;
422029;3,45E+13;KLINI PLANOS DE SAÚDE LTDA;KLINI;Medicina de Grupo;18/12/2019;;
419095;1,78E+13;LANCERS ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE LTDA.;;Administradora de Benefícios;03/10/2013;;
364592;2,13E+12;LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.;NEW SAÚDE LEADER;Medicina de Grupo;04/02/1999;;
422339;3,65E+13;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;LEVE SAUDE;Medicina de Grupo;27/07/2020;;
418706;1,56E+13;LEXUS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;10/12/2012;;
421863;3,23E+13;LIFE BENEFITS ADMINISTRAÇÃO E CONSULTORIA EM SAÚDE LTDA;LIFE BENEFITS ;Administradora de Benefícios;17/10/2019;;
418595;1,45E+13;LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.;LIFE CLASS;Administradora de Benefícios;08/10/2012;;
414492;4,56E+12;LIFE EMPRESARIAL SAÚDE LTDA.;LIFE EMPRESARIAL SAÚDE;Medicina de Grupo;15/01/2003;;
421987;3,37E+13;LIFE SAÚDE ASSISTÊNCIA MÉDICA LTDA;LIFE SAÚDE ;Medicina de Grupo;03/12/2019;;
422851;3,68E+13;LIODONTO PLANOS DE ASSISTENCIA E SERVICOS ODONTOLOGICOS EIRELI;;Odontologia de Grupo;14/06/2021;;
379280;8,47E+11;LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A;LIV SAÚDE;Medicina de Grupo;06/01/1999;;
421685;3,09E+13;LIVEN PRESTADORA DE SERVIÇOS LTDA;;Administradora de Benefícios;30/04/2019;;
422479;3,91E+13;LIVRI OPERADORA DE PLANO DE SAÚDE LTDA;LIVRI SAÚDE;Medicina de Grupo;30/12/2020;;
412490;5,05E+12;LÍDER COMÉRCIO E INDÚSTRIA LTDA.;PROGRAMA DE ASSISTÊNCIA MÉDICA LÍDER;Autogestão;23/10/2000;;
416835;7,87E+12;MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA;DENTAL VIP;Odontologia de Grupo;11/02/2009;;
349291;1,54E+12;MAIS DENTAL PLANOS ODONTOLOGICOS LTDA;MAIS DENTAL.COM E + DENTAL.COM;Odontologia de Grupo;12/01/1999;;
423254;4,59E+13;MAIS SAUDE ADMINISTRADORA DE BENEFICIOS LTDA ;MAIS ADMINISTRADORA ;Administradora de Benefícios;18/05/2022;;
419516;1,97E+13;MAIS SAUDE S/A;;Medicina de Grupo;22/09/2014;;
415065;3,95E+11;MAIS SAÚDE PLANO DE SAÚDE LTDA;MAIS SAÚDE PLANO DE SAÚDE ;Medicina de Grupo;06/12/2004;;
420051;1,90E+13;MAIS SAÚDE PLANOS MÉDICOS E ODONTOLÓGICOS LTDA ;SMARTCARE ODONTOLOGIA;Odontologia de Grupo;03/02/2016;;
423271;4,58E+13;MAISON BLANCHE ADMINISTRADORA DE BENEFICIOS LTDA ;MAISON BLANCHE;Administradora de Benefícios;14/06/2022;;
418951;1,53E+13;MAPFRE SAÚDE LTDA;;Medicina de Grupo;04/07/2013;;
417564;1,11E+13;MAPMA ADMINISTRADORA DE BENEFÍCIOS LTDA.;MAPMA;Administradora de Benefícios;21/09/2010;;
420964;2,67E+13;MASTER HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA;MASTER HEALTH;Administradora de Benefícios;21/07/2017;;
329967;8,45E+11;MATTOS ODONTOLOGIA LTDA;MATTOS ODONTOLOGIA LTDA;Odontologia de Grupo;22/12/1998;;
416495;5,04E+13;MATÃO CLINICAS & AMHMA SAÚDE LTDA;HSAÚDE;Medicina de Grupo;17/12/2007;;
417696;1,12E+13;MAXMED ADMINISTRADORA DE BENEFICIOS EIRELI;MAXMED;Administradora de Benefícios;03/12/2010;;
419559;2,06E+13;MED CORP SAÚDE CORPORATIVA LTDA - EPP;MED CORP SAÚDE CORPORATIVA;Administradora de Benefícios;06/10/2014;;
421880;3,36E+13;MED LIFE OPERADORA ODONTOLÓGICA LTDA;;Odontologia de Grupo;11/02/2020;;
419656;2,10E+13;MED LIFE SAUDE ATA LTDA;;Medicina de Grupo;26/01/2015;;
328537;4,54E+11;MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.;MED-TOUR SAUDE;Medicina de Grupo;29/12/1998;;
421227;2,88E+13;MEDCLASS BENEFÍCIOS EIRELI;MEDCLASS;Administradora de Benefícios;18/03/2018;;
422797;4,11E+13;MEDCORP ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;11/05/2021;;
419753;1,46E+13;MEDGOLD ASSISTENCIA MEDICA LTDA - ME;GOLDMED;Medicina de Grupo;07/05/2015;;
421367;2,83E+13;MEDHEALTH PLANOS DE SAÚDE LTDA;MEDHEALTH;Medicina de Grupo;01/11/2018;;
419532;1,31E+13;MEDIATORE ADMINISTRADORA DE BENEFÍCIOS LTDA;MEDIATORE;Administradora de Benefícios;29/09/2014;;
420859;2,61E+13;MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A;MEDIATORIE ADMINISTRADORA;Administradora de Benefícios;10/04/2017;;
333689;5,77E+13;MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.;MEDISERVICE;Medicina de Grupo;22/12/1998;;
337510;1,89E+12;MEDPLAN ASSISTÊNCIA MEDICA LTDA.;MEDPLAN;Medicina de Grupo;16/12/1998;;
421391;2,97E+13;MEGA ADMINISTRADORA DE BENEFÍCIOS LTDA;MEGA ADMINISTRADORA;Administradora de Benefícios;11/09/2018;;
373010;2,90E+12;MEMORIAL SAUDE LTDA;MEMORIAL SAUDE LTDA;Medicina de Grupo;28/12/1998;;
406481;3,27E+12;METLIFE PLANOS ODONTOLÓGICOS LTDA.;;Odontologia de Grupo;19/07/1999;;
380661;4,49E+13;METRUS INSTITUTO DE SEGURIDADE SOCIAL;METRUS INSTITUTO DE SEGURIDADE SOCIAL;Autogestão;24/12/1998;;
412015;3,67E+12;MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA;MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA;Medicina de Grupo;25/08/2000;;
416703;4,25E+13;MINERAÇÃO CARAÍBA S/A;MINERAÇÃO CARAÍBA;Autogestão;20/08/2008;;
422061;3,51E+13;MMS ADMINISTRADORA DE BENEFICIOS LTDA;MMS BENEFICIOS;Administradora de Benefícios;18/12/2019;;
421677;2,90E+13;MOUNT HERMON ADMINISTRADORA DE BENEFÍCIOS LTDA;MOUNT HERMON ADMINISTRADORA;Administradora de Benefícios;13/06/2019;;
420140;2,38E+13;MUITO MAIS SAÚDE ADMINISTRADORA DE BENEFÍCIOS;;Administradora de Benefícios;06/07/2016;;
351351;1,31E+12;MULTI - BUCAL ODONTOLOGIA LTDA - EPP;MULTI-BUCAL CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo;21/12/1998;;
354554;9,04E+13;MULTICLINICA SERVICOS DE SAUDE LTDA;MULTICLÍNICA SERVIÇOS DE SAUDE LTDA;Medicina de Grupo;22/12/1998;;
421847;3,31E+13;MV2C ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;05/07/2019;;
420034;2,22E+13;MÚLTIPLA ADMINISTRAÇÃO DE BENEFÍCIOS LTDA - ME;MÚLTIPLA ADMINISTRAÇÃO DE BENEFÍCIOS;Administradora de Benefícios;03/02/2016;;
418650;3,05E+13;MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO;MÚTUA DOS MAGISTRADOS;Autogestão;16/10/2012;;
304441;1,87E+12;NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;CLIN - PLANO ODONTO DIGITAL;Odontologia de Grupo;03/02/1999;;
421286;2,20E+13;NACIONAL SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;NACIONAL SAÚDE;Administradora de Benefícios;28/06/2018;;
422789;3,85E+13;NAPRI ADMINISTRADORA DE BENEFICIOS LTDA;NAPRI  ;Administradora de Benefícios;11/05/2021;;
415057;2,95E+12;NEWKLIN ODONTOCLÍNICA LTDA. ME.;NEWKLIN ODONTOCLÍNICA;Odontologia de Grupo;06/12/2004;;
421146;2,83E+13;NEXO - ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;04/01/2018;;
305928;2,86E+12;NOSAMED ASSISTÊNCIA MÉDICA LTDA.;SAME;Medicina de Grupo;22/12/1998;;
372609;2,86E+12;NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.;NOSSA SAÚDE;Medicina de Grupo;17/12/1998;;
348520;6,26E+13;NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.;GNDI MINAS;Medicina de Grupo;06/01/1999;;
359017;4,46E+13;NOTRE DAME INTERMÉDICA SAÚDE S.A.;;Medicina de Grupo;16/12/1998;;
422665;3,95E+13;NOVA ODONTO LTDA.;NOVA ODONTO;Odontologia de Grupo;01/03/2021;;
352888;4,25E+13;NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP;NUCLEP;Autogestão;28/12/1998;;
359866;1,86E+12;NUCLEO ASSISTENCIA ODONTOLOGICA LTDA;NUCLEO ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo;22/12/1998;;
417645;1,19E+13;NUNES & GROSSI ADMINISTRADORA DE BENEFICIOS E SERVIÇOS LTDA;NUNES & GROSSI ADMINISTRADORA DE BENEFICIOS E SERVIÇOS LTDA;Administradora de Benefícios;04/11/2010;;
422088;3,49E+13;ODONT-OPERADORA ODONTOLOGICA LTDA;;Odontologia de Grupo;18/12/2019;;
421464;8,96E+12;ODONTO ALEGRE CLINICAS E PLANOS ODONTOLOGICOS LTDA;DIFERENCIAL SERVIÇOS ODONTOLOGICOS ;Odontologia de Grupo;09/10/2018;;
310981;4,02E+13;ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.;;Odontologia de Grupo;16/12/1998;;
312321;5,16E+11;ODONTO JARAGUÁ LTDA;ODONTO JARAGUA;Odontologia de Grupo;28/12/1998;;
406414;1,47E+12;ODONTO LIFE ASSISTÊNCIA ODONTOLÓGICA S/A.;ODONTO LIFE;Odontologia de Grupo;16/07/1999;;
422622;3,62E+13;ODONTO MAIS SAUDE EMPREENDIMENTOS LTDA.;ODONTOMAIS SAUDE;Odontologia de Grupo;28/01/2021;;
405671;9,24E+13;ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA;ODONTO PLUS;Odontologia de Grupo;01/07/1999;;
420212;2,52E+13;ODONTO PRIME PLANOS ODONTOLÓGICOS LTDA ME;ODONTO PRIME PLANOS ODONTOLÓGICOS;Odontologia de Grupo;11/10/2016;;
418994;1,70E+13;ODONTO PRIME S/S LTDA;ODONTO PRIME;Odontologia de Grupo;01/08/2013;;
419281;1,49E+13;ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS LTDA.;ODONTO SEG;Odontologia de Grupo;17/02/2014;;
414387;3,19E+12;ODONTOART PLANOS ODONTOLÓGICOS LTDA;ODONTOART;Odontologia de Grupo;01/10/2002;;
344486;1,21E+12;ODONTOBASE PLANOS DE SAUDE LTDA.;ODONTOBASE;Odontologia de Grupo;28/12/1998;;
421596;2,31E+13;ODONTOCEL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA - ME;ODONTOCEL;Odontologia de Grupo;16/04/2019;;
418111;9,45E+13;ODONTOCLINICA RCC LTDA. S/S;;Odontologia de Grupo;31/05/2011;;
422924;4,07E+13;ODONTOCOOP - OPERADORA DE PLANOS DE SAÚDE LTDA;ODONTOCOOP;Odontologia de Grupo;11/08/2021;;
389854;2,75E+12;ODONTOGROUP SISTEMA DE SAÚDE LTDA.;ODONTOGROUP;Odontologia de Grupo;16/12/1998;;
417831;1,04E+13;ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;ODONTO LIVE;Odontologia de Grupo;24/01/2011;;
419184;1,54E+13;ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME;ODONTOMAIS;Odontologia de Grupo;11/11/2013;;
419583;1,72E+13;ODONTOMAXI OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;ODONTOMAXI;Odontologia de Grupo;06/10/2014;;
418714;1,47E+13;ODONTOPARÁ PLANO DE SAÚDE E CLÍNICA ODONTOLÓGICA LTDA;ODONTOPARA LTDA;Odontologia de Grupo;10/12/2012;;
423238;4,55E+13;ODONTOPLAN PLANOS ODONTOLOGICOS LTDA;;Odontologia de Grupo;08/06/2022;;
301949;5,81E+13;ODONTOPREV S/A;ODONTOPREV;Odontologia de Grupo;18/12/1998;;
412040;3,62E+11;ODONTOREAL LTDA.;ODONTOREALE;Odontologia de Grupo;29/08/2000;;
418200;8,33E+13;ODONTOVIDA LTDA ME;ODONTOVIDA;Odontologia de Grupo;13/09/2011;;
422428;3,78E+13;ODONTOWAY - PLANOS ODONTOLOGICOS EIRELI;ODONTOWAY - PLANOS ODONTOLOGICOS;Odontologia de Grupo;22/10/2020;;
416738;8,71E+12;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;OESTE SAÚDE;Medicina de Grupo;03/10/2008;;
422185;3,64E+13;OLIVA ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;16/03/2020;;
359661;4,47E+13;OMINT SERVIÇOS DE SAÚDE LTDA.;OMINT;Medicina de Grupo;16/12/1998;;
419681;2,16E+13;OPERADORA DE PLANOS ODONTOLOGICOS ORTOBAHIA LTDA;ORTOBAHIA PLANOS ODONTOLOGICOS;Odontologia de Grupo;05/03/2015;;
422673;3,73E+13;OPERADORA DE PLANOS ODONTOLOGICOS ULTRAODONTO LTDA;ULTRAODONTO;Odontologia de Grupo;09/02/2021;;
420743;2,52E+13;OPERADORA DE PLANOS ODONTOLÓGICOS ODONTOCLÍNICA LTDA;ODONTOCLÍNICA PLANOS ODONTOLÓGICOS;Odontologia de Grupo;28/12/2016;;
350729;2,91E+12;OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA;CONSAUDE;Medicina de Grupo;24/12/1998;;
